 Site,Site code,DecdegS,DecdegE,Country,Province or district,RFZ,Biome,Stratigraphic context,Dating technique,Material dated, Species,Lab ID,Date,Uncertainty,Archaeological Period,Archaeological Sub-chronology,Sample context,Site Type,delta 13,refcode,Notes
Shankare (Phalaborwa),SHK,-23.959,31.091,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Y-1769,90,60,Iron Age,Later Iron Age,,settlement,,mason1986obp,
Shixini 3013,SHX,-32.286,28.551,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,charcoal,,Beta-11111,200,70,Iron Age,,,,,parkington1987prr,
Shixini 3013,SHX,-32.286,28.551,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,marine shell,,Beta-11112,2020,60,Iron Age,,,,,parkington1987prr,
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Layer XVII, 15-20 cm",conventional 14C,charcoal,,Pta-2601,670,40,Iron Age,,,rock shelter,,vogel1986prd,‘Middle Iron Age’
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,40-50 cm,conventional 14C,Wood,,Pta-2602,950,50,Iron Age,,,rock shelter,,vogel1986prd,‘Middle Iron Age’
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,Level 26d,conventional 14C,charcoal,,Pta-3858,29400,580,,,,rock shelter,,vogel1981prd,
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,Level 25b,conventional 14C,charcoal,,Pta-3864,13800,240,LSA,,,rock shelter,,vogel1981prd,
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,Level 25d,conventional 14C,charcoal,,Pta-4115,13600,140,LSA,,,rock shelter,,vogel1981prd,
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,Level 26b,conventional 14C,charcoal,,Pta-4133,25200,570,LSA,,,rock shelter,,vogel1981prd,
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Layer XXIVd, 55-60 cm",conventional 14C,charcoal,,Pta-4134,2030,45,LSA,,,rock shelter,,vogel1986prd,
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Layer XIXa, 40-42 cm",conventional 14C,plant remains,,Pta-4135,3840,50,LSA,,,rock shelter,,vogel1986prd,Seems to be out of sequence
Shongweni North,SHON,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Layer XVIII, 22-23 cm",conventional 14C,charcoal,,Pta-4159,1490,50,Iron Age,Early Iron Age ,,rock shelter,,vogel1986prd,Early Iron Age
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"5 cm, Spit A, Level 1b ",conventional 14C,plant remains,,Pta-1059,1120,50,LSA,Ceramic LSA,,rock shelter,,vogel1986prd,Organic matter from dung floor
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"24 cm, Spit C",conventional 14C,plant remains,Sorghum ,Pta-1060,700,60,Iron Age,,,rock shelter,,vogel1986prd,"In pit, later than Level 1"
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Spit D, Level 6",conventional 14C,plant remains,Sclerocarya birrea (marula),Pta-1061,4000,60,LSA,,,rock shelter,,vogel1986prd,
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"22-23 cm, Spit C, Level 1b ",conventional 14C,plant remains,,Pta-1766,1200,50,LSA,Ceramic LSA,,rock shelter,,vogel1986prd,Organic matter from dung floor
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"10 cm, Spit A, Level 1b ",conventional 14C,plant remains,,Pta-1837,1060,45,LSA,Ceramic LSA,,rock shelter,,vogel1986prd,Organic matter from dung floor
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,plant remains,Cultivated plants,Pta-1948,940,135,Iron Age,,,rock shelter,,hall1980rrd,
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Spit C, Levels 4 + 5",conventional 14C,plant remains,Pennisetum heads,Pta-1951,1100,70,LSA,,,rock shelter,,vogel1986prd,"In pit, later than Level 1"
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Spit l, below Level 3",conventional 14C,plant remains,Sclerocarya birrea (marula),Pta-4040,1960,60,LSA,,,rock shelter,,vogel1986prd,
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,Level 1,conventional 14C,,,Pta-682,11870,130,LSA,Robberg,,rock shelter,,davies1975ess,
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Spit B, Level 3",conventional 14C,charcoal,,Pta-821,1770,60,LSA,Ceramic LSA,,rock shelter,,vogel1986prd,Stratigraphy disturbed because contains cultigens
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Spit D, Level 6",conventional 14C,charcoal,,Pta-823,3870,60,LSA,Wilton,,rock shelter,,vogel1986prd,Stratigraphy disturbed because contains cultigens
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,Level 4,conventional 14C,,,Pta-882,14760,130,LSA,Robberg,,rock shelter,,davies1975ess,
Shongweni South,SHOS,-29.850,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,Level 7,conventional 14C,,,Pta-966,22990,310,LSA,ELSA,,rock shelter,,davies1975ess,
Sibebe,SBB,-26.283,31.167,Swaziland,Hhohho District,S,Grassland Biome,V,conventional 14C,charcoal,,GrN-5314,22850,160,MSA,,,rock shelter,,vogel1970grd,
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,BSp2,conventional 14C,bone,,GrA-19670,28880,170,MSA,,,rock shelter,,wadley2005tsf,Notched bone. Final MSA; intrusive
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,MOD,conventional 14C,charcoal,,Pta-3765,26000,420,MSA,Final MSA,,rock shelter,,wadley2006sbe,Indian Ocean Coastal Belt
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,MOD,conventional 14C,charcoal,,Pta-3767,24200,290,MSA,Final MSA,,rock shelter,,wadley2006sbe,Indian Ocean Coastal Belt
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,RSp,conventional 14C,charcoal,,Pta-7775,>41400,,MSA,,,rock shelter,,wadley2001lms,MSA
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,BSS pit,conventional 14C,charcoal,,Pta-8015,960,25,Iron Age,,,rock shelter,,wadley2001lms,Blackburn facies
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,CO,conventional 14C,charcoal,,Pta-8017,42300,1300,MSA,Final MSA,,rock shelter,,wadley2005tsf,Indian Ocean Coastal Belt
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,B MOD,conventional 14C,charcoal,,Pta-8022,24800,370,MSA,,,rock shelter,,wadley2001lms,Rejected because inverted
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,O MOD2-BL,conventional 14C,charcoal,,Pta-8136,>45000,,MSA,,,rock shelter,,wadley2001lms,Final MSA
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,B/Y,conventional 14C,charcoal,,Pta-8137,10490,110,LSA,,,rock shelter,,wadley2001lms,Burnt root; rejected
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,RSp hearth,conventional 14C,charcoal,,Pta-8139,>45200,,MSA,,,rock shelter,,wadley2001lms,MSA
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,O MOD 2,conventional 14C,charcoal,,Pta-8142,34300,2000,MSA,Final MSA,,rock shelter,,wadley2001lms,Final MSA. May be minimal estimate (Wadley & Jacobs 2004)
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,BSS2,conventional 14C,charcoal,,Pta-9196,1030,40,Iron Age,,,rock shelter,,wood2009cgb,Blackburn facies
Sibudu Cave,SIB,-29.500,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,Hut floor,conventional 14C,charcoal,,Pta-9202,970,50,Iron Age,,,rock shelter,,wood2009cgb,Blackburn facies
Sikhanyisweni,SIK,-28.467,30.383,South Africa,Kwazulu-Natal,S,Grassland Biome,layer 2 ,conventional 14C,charcoal,,Pta-3764,3850,60,LSA,,,rock shelter,,mazel1988ssr,
Sikhanyisweni,SIK,-28.467,30.383,South Africa,Kwazulu-Natal,S,Grassland Biome,layer 6,conventional 14C,charcoal,,Pta-3780,10000,100,LSA,,,rock shelter,,mazel1988ssr,
Sikhanyisweni,SIK,-28.467,30.383,South Africa,Kwazulu-Natal,S,Grassland Biome,layer 4 ,conventional 14C,charcoal,,Pta-3782,9700,100,LSA,,,rock shelter,,mazel1988ssr,
Silver Leaves,SVL,-23.88,30.20,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-2090,860,35,Iron Age,,,settlement,,huffman2007h,Eiland facies
Silver Leaves,SVL,-23.88,30.20,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-2360,1700,50,Iron Age,Early Iron Age,,settlement,,klapwijk1996esl,Silver leaves facies
Silver Leaves,SVL,-23.88,30.20,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-2459,1700,40,Iron Age,Early Iron Age,,settlement,,klapwijk1996esl,Silver leaves facies
Silver Leaves,SVL,-23.88,30.20,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-901,1680,55,Iron Age,Early Iron Age,,settlement,,klapwijk1974prp,Silver leaves facies
Silver Leaves,SVL,-23.88,30.20,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-911,850,50,Iron Age,,,settlement,,huffman2007h,Eiland facies
Silver Leaves,SVL,-23.88,30.20,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-914,1620,50,Iron Age,Early Iron Age,,settlement,,klapwijk1974prp,Silver leaves facies
Simon Se Klip,SSK,-32.162,18.333,South Africa,Western Cape,W,Fynbos Biome,F2,conventional 14C,marine shell,Cymbula granatina,GX-32341,1610,60,LSA,Ceramic LSA,,settlement,,jerardino2007sss,
Simon Se Klip,SSK,-32.162,18.333,South Africa,Western Cape,W,Fynbos Biome,F5,conventional 14C,marine shell,Cymbula granatina,GX-32342,1710,60,LSA,Ceramic LSA,,settlement,,jerardino2007sss,
Simon Se Klip,SSK,-32.162,18.333,South Africa,Western Cape,W,Fynbos Biome,F9,conventional 14C,marine shell,Cymbula granatina,GX-32343,1840,60,LSA,Ceramic LSA,,settlement,,jerardino2007sss,
Simunye,SMY,-26.150,31.867,Swaziland,Lubombo Region,S,Savanna Biome,Stratum 1 Level 1,conventional 14C,charcoal,,Pta-8080,130,40,Iron Age,,,,,ohinata2002bta,Simunye (Tsonga) facies
Simunye,SMY,-26.150,31.867,Swaziland,Lubombo Region,S,Savanna Biome,Stratum 1 Level 1,conventional 14C,charcoal,,Pta-8180,>49000,,,,,,,ohinata2002bta,Date anomalous
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VII,conventional 14C,bone,,Pta-004,9570,450,LSA,Oakhurst,,rock shelter,,barham1989rdn,TX-5782
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VI,conventional 14C,bone,,Pta-3533,7600,80,LSA,Oakhurst,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VII,conventional 14C,bone,,Pta-3540,8700,120,LSA,Oakhurst,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum III,conventional 14C,bone,,TX-5619,1940,370,LSA,Ceramic LSA,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum III,conventional 14C,bone,,TX-5620,1970,390,LSA,Ceramic LSA,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum IV,conventional 14C,bone,,TX-5621,5710,280,LSA,Wilton,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum II,conventional 14C,charcoal,,TX-5622,350,60,LSA,Ceramic LSA,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum IV,conventional 14C,eggshell,Struthio camelus,TX-5623,6680,160,LSA,Wilton,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum IV,conventional 14C,snail,,TX-5624,6540,100,LSA,Wilton,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum IV,conventional 14C,eggshell,Struthio camelus,TX-5625,6670,90,LSA,Wilton,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum IV,conventional 14C,snail,,TX-5626,6860,110,LSA,Wilton,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum V,conventional 14C,snail,,TX-5627,7300,100,LSA,Wilton,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VI,conventional 14C,snail,,TX-5628,9380,90,LSA,Oakhurst,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VII,conventional 14C,eggshell,Struthio camelus,TX-5629,9360,190,LSA,Oakhurst,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VII,conventional 14C,eggshell,Struthio camelus,TX-5630,8860,180,LSA,Oakhurst,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VIII,conventional 14C,snail,,TX-5782,10050,160,LSA,Robberg,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum IX,conventional 14C,snail,,TX-5783,11990,270,LSA,Robberg,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum X,conventional 14C,bone,,TX-5784,13420,360,MSA,,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VIII,conventional 14C,snail,,TZ-5631,11820,300,LSA,Robberg,,rock shelter,,barham1989rdn,
Siphiso,SIP,-26.300,31.967,Swaziland,Lubombo Region,S,Savanna Biome,Stratum VII,conventional 14C,bone,,Y-1996,9370,160,LSA,Oakhurst,,rock shelter,,barham1989rdn,
Skanskraal 77,SKK77,-30.367,25.000,South Africa,Northern Cape,S,Grassland Biome,Surface collection,AMS,,,Beta-230591,780,40,LSA,Ceramic LSA,,,-18.7,sampson2010cdl,
Skutwater,SKU,-22.185,29.543,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-3715,820,45,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Skutwater,SKU,-22.185,29.543,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-3734,830,40,Iron Age,,,settlement,,vogel2000rds,Mapungubwe Phase
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77929,141,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77935,124,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77936,211,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77937,225,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77938,264,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77939,160,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77940,237,32,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-2850,190,30,Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smitswinkelbaai Cave,SWB,-34.27,18.47,South Africa,Western Cape,W,Fynbos Biome,layer 4 ,conventional 14C,charcoal,,Pta-2200,1175,35,LSA,Ceramic LSA,,rock shelter,,poggenpoel1981esc,
Smitswinkelbaai Cave,SWB,-34.27,18.47,South Africa,Western Cape,W,Fynbos Biome,Layer 9,conventional 14C,charcoal,,Pta-2198,1420,35,LSA,Ceramic LSA,,rock shelter,,poggenpoel1981esc,
Sneeukuil 69,SKL69,-31.633,24.350,South Africa,Northern Cape,S,Nama-Karoo Biome,,conventional 14C,plant remains,,Pta-5940,510,50,LSA,Ceramic LSA,,,,sampson1995rcl,Rocker Stamp; fibre temper
Soutkloof 1,STK1,-32.446,18.336,South Africa,Western Cape,W,Fynbos Biome,Bottom ofSingle lens,conventional 14C,marine shell,,Pta-5986,3080,60,LSA,,,shell midden,0.4,jerardino1996csl,
Soutkloof 3b,STK3B,-32.464,18.336,South Africa,Western Cape,W,Fynbos Biome,Surface,conventional 14C,marine shell,,Pta-5437,2380,45,LSA,,,shell midden,0.6,jerardino1996csl,
Soutkloof 5b,STK5B,-32.476,18.336,South Africa,Western Cape,W,Fynbos Biome,Surface,conventional 14C,charcoal,,Pta-5384,2100,45,LSA,,,shell midden,-15.5,jerardino1996csl,
Soutpansklipheuwel028,SPK028,-32.000,18.317,South Africa,Western Cape,W,Fynbos Biome,Spit2 Quad A,AMS,,,UGAMS-10296,940,25,,,,shell midden,,jerardino2014dcs,
Soutpansklipheuwel028,SPK028,-32.000,18.317,South Africa,Western Cape,W,Fynbos Biome,Spit 9 Quad A,AMS,marine shell,Scutellastra barbara,UGAMS-8564,1440,30,,,,shell midden,,jerardino2014dcs,
Soutpansklipheuwel051,SPK051,-32.000,18.317,South Africa,Western Cape,W,Fynbos Biome,Spit 13 Quad C,AMS,,,UGAMS-8565,1160,30,,,,shell midden,,jerardino2014dcs,
Soutpansklipheuwel051,SPK051,-32.000,18.317,South Africa,Western Cape,W,Fynbos Biome,Spit 4 Quad C,AMS,marine shell,Scutellastra barbara,UGAMS-8566,1150,30,,,,shell midden,,jerardino2014dcs,
Soutpansklipheuwel86,SPK86,-32.000,18.317,South Africa,Western Cape,W,Fynbos Biome,AR2 Quad D,AMS,marine shell,Scutellastra barbara,UGAMS-10297,3950,25,,,,shell midden,,jerardino2014dcs,
Soutpansklipheuwel86,SPK86,-32.000,18.317,South Africa,Western Cape,W,Fynbos Biome,RIM 2 Quad D,AMS,marine shell,Scutellastra barbara,UGAMS-8567,4310,30,,,,shell midden,,jerardino2014dcs,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Nick,AMS,,,UBA-17609,14350,10,LSA,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Nick,AMS,,,UBA-17610,14400,70,LSA,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Nadja,AMS,,,UBA-17611,15200,50,LSA,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Jaird,AMS,,,UBA-17612,16250,60,LSA,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Dave,AMS,,,UBA-17613,19550,60,,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Mark,AMS,,,UBA-17614,19750,80,,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Julie,AMS,,,UBA-17615,19550,60,,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Brian,AMS,,,UBA-17616,>59250,,,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Brian,AMS,,,UBA-17617,52150,800,,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof A,SKFA,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Brian,AMS,,,UBA-17618,51550,850,,,,rock shelter,,dewar2016pln; dewar2017emd,
Spitzkloof B,SKFB,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Feature 1,AMS,,,D-AMS-005181,718,23,,,,rock shelter,,dewar2014rse,
Spitzkloof B,SKFB,-28.863,17.078,South Africa,Northern Cape,W,Succulent Karoo Biome,Feature 6,AMS,,,D-AMS-005182,1473,27,,,,rock shelter,,dewar2014rse,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 9, GAS 2, C4",AMS,bone,Ovis aries,GrA-0930,1490,50,LSA,Ceramic LSA,,rock shelter,,webley2002esc,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 7, YBS, D6",AMS,bone,Ovis aries,GrA-9027,1260,50,LSA,Ceramic LSA,,rock shelter,,webley2002esc,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 10,SAS, C6",AMS,bone,Ovis aries,GrA-9028,1900,50,LSA,Final LSA,,rock shelter,,webley2002esc,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 9, GAS2 C6",AMS,bone,Ovis aries,GrA-9029,1890,50,LSA,Final LSA,,rock shelter,,webley2002esc,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 10,SAS C6, 60-67 cm",AMS,bone,Ovis aries,GrA-9032,1900,50,LSA,Final LSA,,rock shelter,,webley2002esc,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,FBS (?Layers 7-9 of 1994 dig),AMS,bone,Ovis aries,OxA-3862,2105,65,LSA,Ceramic LSA,,rock shelter,-14.1,sealy1994cip,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,Hearth 12 above FBS andShelly Patch 91 cm,conventional 14C,,,Pta-4745,1920,40,LSA,Ceramic LSA,,rock shelter,-21.0,vogel1997dis; webley1992hap,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"C9, Hearth 3 in Twiggy 20 cm",conventional 14C,,,Pta-4753,1390,50,LSA,Ceramic LSA,,rock shelter,-23.2,vogel1997dis; webley1992hap,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"C9, Patella 45 cm",conventional 14C,marine other,Jasus lalandii,Pta-6334,2020,60,LSA,Ceramic LSA,,rock shelter,-17.5,vogel1997dis; webley1992hap,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 6b, Twiggy 6, C6, 40-50 cm",conventional 14C,,,Pta-6749,1930,50,LSA,Ceramic LSA,,rock shelter,-17.9,vogel1997dis; webley1992hap,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 4, CST, C6, 12-15 cm",conventional 14C,,,Pta-6750,1450,50,LSA,Ceramic LSA,,rock shelter,-17.0,vogel1997dis; webley1992hap,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 13 Hearth 34, D5, 50 cm/60-100 cm",conventional 14C,,,Pta-6754,3520,50,LSA,Final LSA,,rock shelter,-16.0,vogel1997dis; webley1992hap,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 12, BSB2, D5, 50 cm",conventional 14C,,,Pta-6987,3580,60,LSA,Final LSA,,rock shelter,-15.4,webley2002esc,
Spoeg River Cave,SRC,-30.294,17.272,South Africa,Northern Cape,W,Succulent Karoo Biome,"Layer 10,SAS C6, 60-67 cm",conventional 14C,,,Pta-7200,2400,25,LSA,Final LSA,,rock shelter,-16.9,vogel1997dis; webley1992hap,
Spring Cave,SGC,-32.322,18.336,South Africa,Western Cape,W,Fynbos Biome,6 BM,conventional 14C,charcoal,,Pta-4027,3510,60,LSA,,,rock shelter,-19.3,jerardino1996csl,
Spring Cave,SGC,-32.322,18.336,South Africa,Western Cape,W,Fynbos Biome,5 UDF,conventional 14C,charcoal,,Pta-4033,2970,60,LSA,,,rock shelter,-21.5,jerardino1996csl,
